YY,MM,DD,hh,mm,WVHT,DPD,APD,MWD,WTMP
2017,1,1,0,29,0.66,4.55,4.3,178,13.4
2017,1,1,0,59,0.64,5,4.33,174,13.4
2017,1,1,1,29,0.63,4.76,4.4,177,13.4
2017,1,1,1,59,0.63,4.76,4.49,178,13.4
2017,1,1,2,29,0.62,5,4.48,179,13.4
2017,1,1,2,59,0.63,4.76,4.36,182,13.4
2017,1,1,3,29,0.62,4.35,4.11,185,13.4
2017,1,1,3,59,0.67,5,3.98,178,13.4
2017,1,1,4,29,0.62,5,3.96,178,13.3
2017,1,1,4,59,0.61,5,3.94,182,13.1
2017,1,1,5,29,0.6,5,3.96,182,13.2
2017,1,1,5,59,0.55,4.76,3.87,181,13.2
2017,1,1,6,29,0.55,4.35,4.1,182,13.2
2017,1,1,6,59,0.54,5.26,4.29,178,13.1
2017,1,1,7,29,0.52,9.88,4.46,123,13.1
2017,1,1,7,59,0.5,10.53,4.59,127,13.1
2017,1,1,8,29,0.47,4.76,4.53,184,13.1
2017,1,1,8,59,0.46,10.53,4.67,134,13.1
2017,1,1,9,29,0.46,10.53,4.7,130,13.1
2017,1,1,10,29,0.46,9.88,4.67,127,13.2
2017,1,1,10,59,0.44,9.09,4.8,118,13.2
2017,1,1,11,29,0.47,9.09,4.88,127,13.3
2017,1,1,11,59,0.47,9.09,5,129,13.3
2017,1,1,12,29,0.49,10.53,4.73,122,13.2
2017,1,1,12,59,0.51,4.76,3.98,171,13.2
2017,1,1,13,29,0.53,4.76,3.49,168,13.3
2017,1,1,13,59,0.52,5,3.73,161,13.1
2017,1,1,14,29,0.49,4.76,3.92,168,13.1
2017,1,1,14,59,0.47,9.88,4.23,132,13.1
2017,1,1,15,29,0.43,4.76,4.55,161,13
2017,1,1,15,59,0.4,11.11,4.78,132,13.1
2017,1,1,16,29,0.39,9.88,5.04,136,13
2017,1,1,16,59,0.38,9.88,5.16,144,13
2017,1,1,17,29,0.38,9.88,5.45,151,13
2017,1,1,17,59,0.37,10.53,5.35,134,13
2017,1,1,18,29,0.36,10.53,5.47,141,13
2017,1,1,18,59,0.34,9.88,5.32,137,13
2017,1,1,19,29,0.36,9.88,5.71,141,13
2017,1,1,19,59,0.36,9.88,5.61,129,13
2017,1,1,20,29,0.43,9.09,5.87,133,13
2017,1,1,20,59,0.48,5.56,6,167,13
2017,1,1,21,29,0.44,5.56,5.55,164,13
2017,1,1,21,59,0.49,5.56,5.95,165,13
2017,1,1,22,29,0.49,5.56,5.78,170,13
2017,1,1,22,59,0.53,5.56,5.71,171,13
